,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Yield
57,0,-1.7124803127641026,4,13,-0.14162137665319774,-0.06212482938093084,1.955400464517579,-0.08972742535101312
58,5,-1.7124803127641026,4,13,-0.008285326025927704,-0.062271094260920465,1.955400464517579,-0.0907502597367885
59,7,-1.7124803127641026,4,13,-0.11442742703800751,-0.06220030167884986,1.955400464517579,-0.09036340585424868
60,9,-1.7124803127641026,4,13,0.850129193062468,-0.050470379116900166,1.955400464517579,-0.06608245100104676
61,49,-1.7124803127641026,4,13,-0.06420704698289757,-0.05167882164623039,1.955400464517579,-0.06608245100104676
62,0,-1.7124803127641026,4,17,-0.23247165714200269,-0.06243609701208536,1.955400464517579,-0.0896160067717246
63,1,-1.7124803127641026,1,17,-0.2443492232525314,-0.062479560205663566,1.955400464517579,-0.09011589937485306
64,3,-1.7124803127641026,4,17,-0.23838041877557223,-0.062242616802414885,1.955400464517579,-0.07827408337836445
65,8,-1.7124803127641026,2,17,-0.2454722973459327,-0.06248204262195033,1.955400464517579,-0.09047645098164961
66,11,-1.7124803127641026,1,17,-0.2352349925480023,-0.06246090596872766,1.955400464517579,-0.09012728521505571
67,13,-1.7124803127641026,4,17,-0.24311970957312118,-0.06247795214733386,1.955400464517579,-0.09030566337860997
68,15,-1.7124803127641026,1,17,-0.23549017463240818,-0.0623100982289177,1.955400464517579,-0.08414104418350453
69,16,-1.7124803127641026,2,17,-0.24492508870504093,-0.062481130248429925,1.955400464517579,-0.09033602561952989
70,21,-1.7124803127641026,1,17,-0.23973957041230093,-0.06235030729027313,1.955400464517579,-0.0814285033002368
71,23,-1.7124803127641026,1,17,-0.2454613804653164,-0.06248204262195033,1.955400464517579,-0.09053338018266283
72,24,-1.7124803127641026,1,17,-0.22209243289606045,-0.06238758155013793,1.955400464517579,-0.08938991651692274
73,26,-1.7124803127641026,1,17,-0.23913231892801953,-0.06240020271717017,1.955400464517579,-0.08570578393674237
74,26,-1.7124803127641026,4,17,-0.24435468169283953,-0.062479446158973516,1.955400464517579,-0.09017757267633024
75,32,-1.7124803127641026,2,17,-0.2429245703321049,-0.06247641251701818,1.955400464517579,-0.09014951471313638
76,37,-1.7124803127641026,4,17,-0.21719484732957522,-0.061719910409463286,1.955400464517579,-0.08119536466838351
77,39,-1.7124803127641026,2,17,-0.2360946968965355,-0.062465175116491876,1.955400464517579,-0.09034144744733032
78,40,-1.7124803127641026,1,17,-0.10201356916720335,-0.06191153926119861,1.955400464517579,-0.08946473775172684
79,43,-1.7124803127641026,1,17,-0.2437201380070174,-0.06247954119788189,1.955400464517579,-0.09037885806530166
80,44,-1.7124803127641026,1,17,-0.24170324431315693,-0.062473652587118955,1.955400464517579,-0.09005354834603942
81,45,-1.7124803127641026,1,17,-0.24430419111998916,-0.06247906220178368,1.955400464517579,-0.08998523330482355
82,46,-1.7124803127641026,4,17,-0.24541771294285122,-0.062481301318465,1.955400464517579,-0.08835640753591756
83,48,-1.7124803127641026,4,17,-0.23841726324765222,-0.06241761384518453,1.955400464517579,-0.08736649005821577
84,49,-1.7124803127641026,4,17,-0.24012711967417938,-0.062401993250203965,1.955400464517579,-0.08359127075641426
85,50,-1.7124803127641026,2,17,-0.24451707029200692,-0.0624802368826912,1.955400464517579,-0.09033071222705578
86,51,-1.7124803127641026,4,17,-0.24361779225123964,-0.06245506677819708,1.955400464517579,-0.08485672556702001
87,53,-1.7124803127641026,2,17,-0.23967952756891128,-0.062455948739266805,1.955400464517579,-0.0894574182835131
88,0,-1.7124803127641026,4,29,-0.23453358296840535,-0.06243492993429051,0.5082023421639363,-0.08910814089128044
89,1,-1.7124803127641026,4,29,-0.2405760763895245,-0.06247386547427372,0.5082023421639363,-0.09014888911700787
90,2,-1.7124803127641026,1,29,-0.24524713668322162,-0.06248179552078856,0.5082023421639363,-0.09054856130255348
91,4,-1.7124803127641026,4,29,-0.2371836557380109,-0.062463019634049925,0.5082023421639363,-0.08912153599753514
92,6,-1.7124803127641026,4,29,-0.24188064362317171,-0.06248204262195033,0.5082023421639363,-0.0907502597367885
93,8,-1.7124803127641026,4,29,-0.24462896831832392,-0.062481981797048974,0.5082023421639363,-0.0907502597367885
94,9,-1.7124803127641026,4,29,-0.21240643056925293,-0.050470379116900166,0.5082023421639363,-0.06608245100104676
95,11,-1.7124803127641026,1,29,-0.2100497489662103,-0.06228447573921971,0.5082023421639363,-0.08875718911105059
96,13,-1.7124803127641026,4,29,-0.15814816929619097,-0.06227090798466005,0.5082023421639363,-0.08996092543888806
97,16,-1.7124803127641026,2,29,-0.21075252315588427,-0.06241755302028317,0.5082023421639363,-0.09035405319947121
98,17,-1.7124803127641026,4,29,-0.2051166835377221,-0.06233514288205276,0.5082023421639363,-0.08974775720868049
99,19,-1.7124803127641026,1,29,-0.23782638708429527,-0.06247243989064809,0.5082023421639363,-0.09053464527589217
100,20,-1.7124803127641026,4,29,-0.2442359606161373,-0.062480445968289625,0.5082023421639363,-0.09048555965381172
101,21,-1.7124803127641026,1,29,0.629968734595668,-0.050470379116900166,0.5082023421639363,-0.0757250903695159
102,22,-1.7124803127641026,2,29,-0.21105819581314053,-0.06237396437534592,0.5082023421639363,-0.08978660301636371
103,23,-1.7124803127641026,4,29,-0.22303264923913885,-0.062466152116469977,0.5082023421639363,-0.09074795947826404
104,24,-1.7124803127641026,4,29,-0.19712825614674842,-0.061986471738118054,0.5082023421639363,-0.08800747532592516
105,25,-1.7124803127641026,2,29,-0.17565884580472776,-0.06234895013466153,0.5082023421639363,-0.09028021267718146
106,26,-1.7124803127641026,1,29,-0.23230790393275827,-0.06214381815482423,0.5082023421639363,-0.0806115692656972
107,27,-1.7124803127641026,1,29,-0.24349634195438336,-0.06247945376208619,0.5082023421639363,-0.0904094010336631
108,27,-1.7124803127641026,2,29,-0.2410687006273348,-0.062475656007307506,0.5082023421639363,-0.09041626868327297
109,27,-1.7124803127641026,3,29,-0.23193945921195833,-0.062481004797070874,0.5082023421639363,-0.0907502597367885
110,29,-1.7124803127641026,2,29,0.850129193062468,-0.050470379116900166,0.5082023421639363,-0.09023861343062345
111,29,-1.7124803127641026,4,29,-0.23664327014750433,-0.06246876758722847,0.5082023421639363,-0.0905746538533974
112,34,-1.7124803127641026,1,29,-0.24378427468063812,-0.0624794005402975,0.5082023421639363,-0.09036828549972452
113,37,-1.7124803127641026,4,29,0.14204012006045105,-0.050470379116900166,0.5082023421639363,-0.07026974735787889
114,38,-1.7124803127641026,0,29,-0.22832597172796476,-0.06242387881002463,0.5082023421639363,-0.08991171330759853
115,39,-1.7124803127641026,4,29,0.20086573126135532,-0.0615281561063689,0.5082023421639363,-0.09021647429740212
116,40,-1.7124803127641026,0,29,0.3318655694367383,-0.05962350035140074,0.5082023421639363,-0.08894252528793552
117,40,-1.7124803127641026,3,29,0.850129193062468,-0.050470379116900166,0.5082023421639363,-0.08779635070715663
118,40,-1.7124803127641026,5,29,0.850129193062468,-0.050470379116900166,0.5082023421639363,-0.0887736353241706
119,41,-1.7124803127641026,4,29,-0.23079182213717034,-0.062470751999635345,0.5082023421639363,-0.09069562840555048
120,42,-1.7124803127641026,4,29,-0.242779921663939,-0.06244766514801281,0.5082023421639363,-0.08579849720647593
121,43,-1.7124803127641026,4,29,-0.0709782421851544,-0.06214403484353533,0.5082023421639363,-0.09029491008559129
122,44,-1.7124803127641026,4,29,-0.23864378852044033,-0.06246990805412897,0.5082023421639363,-0.09032084449850064
123,45,-1.7124803127641026,1,29,-0.24340764229937595,-0.06247770124461575,0.5082023421639363,-0.08967185160695
124,46,-1.7124803127641026,4,29,-0.21032676481184878,-0.05556826616215244,0.5082023421639363,-0.06608245100104676
125,47,-1.7124803127641026,4,29,-0.245150249367752,-0.06248204262195033,0.5082023421639363,-0.0907502597367885
126,51,-1.7124803127641026,4,29,-0.22849791259767138,-0.06239260720761282,0.5082023421639363,-0.08914304258471109
127,52,-1.7124803127641026,1,29,-0.151001706322749,-0.06231306344285901,0.5082023421639363,-0.08895644131459683
128,52,-1.7124803127641026,2,29,-0.22274881034311517,-0.06244203884463699,0.5082023421639363,-0.09031894685922591
129,53,-1.7124803127641026,2,29,0.25579265147216534,-0.05940107129023914,0.5082023421639363,-0.08888622863296768
130,0,-1.7124803127641026,1,21,-0.24543954670408383,-0.06248204262195033,-0.003877732744757935,-0.09063585274448661
131,2,-1.7124803127641026,1,21,-0.24532628406768975,-0.06248092496438784,-0.003877732744757935,-0.08856362982760566
132,5,-1.7124803127641026,1,21,-0.2454722973459327,-0.06248204262195033,-0.003877732744757935,-0.09037397841982583
133,10,-1.7124803127641026,1,21,-0.2454722973459327,-0.06248204262195033,-0.003877732744757935,-0.09046506514144696
134,11,-1.7124803127641026,3,21,-0.24491144260427056,-0.06248074248968376,-0.003877732744757935,-0.09007794657455712
135,13,-1.7124803127641026,1,21,-0.2454722973459327,-0.06248204262195033,-0.003877732744757935,-0.0879032510958524
136,17,-1.7124803127641026,2,21,-0.2441022288285877,-0.06247431785947759,-0.003877732744757935,-0.08928093776037213
137,31,-1.7124803127641026,1,21,-0.2454722973459327,-0.06248052580097266,-0.003877732744757935,-0.07224772081721888
138,38,-1.7124803127641026,1,21,-0.2453767746405401,-0.062480765299021766,-0.003877732744757935,-0.08731118740531499
139,40,-1.7124803127641026,1,21,-0.23878161413822105,-0.062438370342773705,-0.003877732744757935,-0.08823344046172904
140,40,-1.7124803127641026,2,21,-0.22647828968365685,-0.06236727363619629,-0.003877732744757935,-0.08812527497980391
141,40,-1.7124803127641026,3,21,-0.23772949976882565,-0.062425654136833084,-0.003877732744757935,-0.08813096789990525
142,43,-1.7124803127641026,1,21,-0.24532901328784384,-0.06248170048188018,-0.003877732744757935,-0.09011589937485306
143,44,-1.7124803127641026,1,21,-0.2454722973459327,-0.06248204262195033,-0.003877732744757935,-0.0901804191363809
144,46,-1.7124803127641026,1,21,-0.2418315176603984,-0.061598792824629774,-0.003877732744757935,-0.06608245100104676
145,49,-1.7124803127641026,1,21,-0.24464397902917134,-0.062409508927078285,-0.003877732744757935,-0.06826267674629398
146,0,-1.7124803127641026,4,2,-0.14392483846323595,-0.06227172151771574,1.1221169575930954,-0.09014131125056649
147,1,-1.7124803127641026,1,2,-0.23508079160929712,-0.062461670081551,1.1221169575930954,-0.09022695257000504
148,3,-1.7124803127641026,4,2,-0.18837291789248004,-0.06027009186219774,1.1221169575930954,-0.07533526365776218
149,8,-1.7124803127641026,1,2,-0.2431715647560486,-0.06247946516675519,1.1221169575930954,-0.09056591115515833
150,9,-1.7124803127641026,4,2,-0.21801088415564324,-0.050470379116900166,1.1221169575930954,-0.06608245100104676
151,11,-1.7124803127641026,1,2,-0.2432752751219034,-0.06247930169983279,1.1221169575930954,-0.09057991361628696
152,13,-1.7124803127641026,4,2,-0.22543709219487776,-0.06244531958775411,1.1221169575930954,-0.09030912863402679
153,16,-1.7124803127641026,2,2,-0.24143305151790365,-0.062476442929468856,1.1221169575930954,-0.09051009096458404
154,21,-1.7124803127641026,1,2,-0.13813206868621453,-0.05986982979724057,1.1221169575930954,-0.08074056753557665
155,23,-1.7124803127641026,2,2,-0.23158056676169764,-0.06246234295702229,1.1221169575930954,-0.09048680174536669
156,24,-1.7124803127641026,1,2,-0.21849668534306838,-0.06242906793442193,1.1221169575930954,-0.09034130600900757
157,26,-1.7124803127641026,1,2,-0.23835176196395444,-0.06238474939066835,1.1221169575930954,-0.08544334032007148
158,29,-1.7124803127641026,1,2,-0.23358517896486475,-0.06246513329937219,1.1221169575930954,-0.09044166091385772
159,31,-1.7124803127641026,4,2,-0.23449946771647945,-0.06241243232389991,1.1221169575930954,-0.08836957550718465
160,32,-1.7124803127641026,2,2,-0.08704243201203213,-0.06224520566227903,1.1221169575930954,-0.09045565944687149
161,37,-1.7124803127641026,4,2,-0.1405119486605668,-0.06015911302810971,1.1221169575930954,-0.08280189964809245
162,39,-1.7124803127641026,2,2,0.14860935297130642,-0.061966547781366246,1.1221169575930954,-0.09049526236966199
163,40,-1.7124803127641026,0,2,0.5663847280561363,-0.060503047432850995,1.1221169575930954,-0.08983240845530548
164,40,-1.7124803127641026,3,2,0.06002432521038264,-0.06078622916580244,1.1221169575930954,-0.08911559555951508
165,40,-1.7124803127641026,5,2,0.850129193062468,-0.0537837623967087,1.1221169575930954,-0.08944528988841562
166,43,-1.7124803127641026,1,2,-0.22377772634120094,-0.06245094589112993,1.1221169575930954,-0.09048189638383218
167,44,-1.7124803127641026,1,2,-0.23113706848666066,-0.06246143818661456,1.1221169575930954,-0.09044074084688263
168,46,-1.7124803127641026,4,2,-0.2038121163040749,-0.05783065597135798,1.1221169575930954,-0.06608245100104676
169,48,-1.7124803127641026,4,2,-0.2326572441124797,-0.06235884558580157,1.1221169575930954,-0.08712257848707655
170,49,-1.7124803127641026,4,2,-0.24171143197361916,-0.06243174423008178,1.1221169575930954,-0.08597310366358572
171,50,-1.7124803127641026,4,2,-0.24353045720630928,-0.06247937392940315,1.1221169575930954,-0.09038588179770196
172,51,-1.7124803127641026,4,2,-0.23088870945263995,-0.06245396432685993,1.1221169575930954,-0.09027497111341887
173,53,-1.7124803127641026,2,2,-0.12327282955736034,-0.0621380816063147,1.1221169575930954,-0.08989629066898833
174,0,-1.7124803127641026,4,6,-0.24348269585361298,-0.062475237836110656,1.8694646599251028,-0.08965667048705936
175,3,-1.7124803127641026,4,6,-0.24293685182279826,-0.06242741425741619,1.8694646599251028,-0.08240389027797604
176,5,-1.7124803127641026,4,6,-0.24518845844990902,-0.06248189055969693,1.8694646599251028,-0.0907155536259051
177,7,-1.7124803127641026,4,6,-0.1733758531458451,-0.06242513332361519,1.8694646599251028,-0.0907155536259051
178,9,-1.7124803127641026,4,6,-0.21160813367418638,-0.050470379116900166,1.8694646599251028,-0.06608245100104676
179,17,-1.7124803127641026,1,6,-0.24505199744220535,-0.06248059042743036,1.8694646599251028,-0.08969082800766727
180,17,-1.7124803127641026,2,6,-0.24409949960843363,-0.06247408216298481,1.8694646599251028,-0.08872303159044266
181,32,-1.7124803127641026,2,6,-0.23369707699118178,-0.06244710631923156,1.8694646599251028,-0.08982745809009898
182,34,-1.7124803127641026,1,6,-0.24389207887672404,-0.06248092496438784,1.8694646599251028,-0.09072693946610776
183,38,-1.7124803127641026,1,6,-0.24211808577657615,-0.06247274401515489,1.8694646599251028,-0.08990715897151749
184,40,-1.7124803127641026,1,6,-0.18958059781065764,-0.062085848222271624,1.8694646599251028,-0.08814235374010788
185,40,-1.7124803127641026,2,6,-0.22446139598979642,-0.062303768637619904,1.8694646599251028,-0.08757306172997575
186,46,-1.7124803127641026,4,6,-0.24372832566747962,-0.06223885706319956,1.8694646599251028,-0.06608245100104676
187,0,-1.7124803127641026,4,12,-0.11173368674593678,-0.060017360595489753,-0.216620875773462,-0.08393870153729226
188,1,-1.7124803127641026,1,12,0.40320056121383935,-0.061640290613582775,-0.216620875773462,-0.09057797472383604
189,2,-1.7124803127641026,1,12,0.32189709282398415,-0.06140923962265336,-0.216620875773462,-0.09034919747336848
190,2,-1.7124803127641026,2,12,-0.24491417182442463,-0.062480119034444816,-0.216620875773462,-0.08967944216746464
191,2,-1.7124803127641026,3,12,-0.24437515084399508,-0.06248026349358555,-0.216620875773462,-0.09036259257962317
192,5,-1.7124803127641026,4,12,-0.2395430665612076,-0.062442840973023675,-0.216620875773462,-0.0884862061142277
193,6,-1.7124803127641026,4,12,-0.21793992443163734,-0.062477773474186114,-0.216620875773462,-0.0907502597367885
194,8,-1.7124803127641026,1,12,-0.20834944481022238,-0.06239378949163301,-0.216620875773462,-0.09008726226178862
195,9,-1.7124803127641026,4,12,0.17804399233299115,-0.050470379116900166,-0.216620875773462,-0.06608245100104676
196,10,-1.7124803127641026,4,12,-0.22105532923751245,-0.06247082042764937,-0.216620875773462,-0.0907502597367885
197,11,-1.7124803127641026,1,12,0.6230378800143979,-0.05876850752231833,-0.216620875773462,-0.08926212637235977
198,13,-1.7124803127641026,4,12,-0.013110587258329986,-0.06192523626867366,-0.216620875773462,-0.08975492607069295
199,14,-1.7124803127641026,4,12,-0.24065249455383855,-0.06247062274671995,-0.216620875773462,-0.08937269423696444
200,15,-1.7124803127641026,1,12,-0.2402130901090327,-0.062287634832534106,-0.216620875773462,-0.0765066576047455
201,16,-1.7124803127641026,2,12,0.23935182926402546,-0.06171231109834959,-0.216620875773462,-0.09038140396763555
202,17,-1.7124803127641026,1,12,0.850129193062468,-0.05895045000851205,-0.216620875773462,-0.09005881836301667
203,17,-1.7124803127641026,2,12,0.05119802723210833,-0.06148189876888446,-0.216620875773462,-0.08954827728833019
204,19,-1.7124803127641026,1,12,0.013044894088235207,-0.06213728708104068,-0.216620875773462,-0.0904598101378386
205,19,-1.7124803127641026,2,12,-0.06160882939621943,-0.062246140845137445,-0.216620875773462,-0.09052290520967639
206,20,-1.7124803127641026,1,12,0.3287092263285521,-0.06013794596243636,-0.216620875773462,-0.08954769173050875
207,20,-1.7124803127641026,2,12,0.850129193062468,-0.058667484964271696,-0.216620875773462,-0.0902105916129179
208,20,-1.7124803127641026,3,12,-0.23338867511377145,-0.062394173448822844,-0.216620875773462,-0.08823192235008154
209,23,-1.7124803127641026,2,12,-0.2185021437833765,-0.062457670844286564,-0.216620875773462,-0.09067570318519586
210,24,-1.7124803127641026,1,12,0.36918901965377304,-0.05661784925535515,-0.216620875773462,-0.08720188333936961
211,24,-1.7124803127641026,2,12,-0.17740554670333492,-0.062095899537221395,-0.216620875773462,-0.08878050297378047
212,24,-1.7124803127641026,3,12,-0.22918976990672907,-0.06237921052308823,-0.216620875773462,-0.08848176021461156
213,27,-1.7124803127641026,1,12,0.17984664224475683,-0.06224939877891655,-0.216620875773462,-0.0907502597367885
214,27,-1.7124803127641026,2,12,-0.22420484929531348,-0.062455526766513614,-0.216620875773462,-0.09053471969374373
215,29,-1.7124803127641026,1,12,-0.18841658541494521,-0.06245134885610144,-0.216620875773462,-0.0907502597367885
216,31,-1.7124803127641026,1,12,-0.13646860900230662,-0.06110579179287996,-0.216620875773462,-0.08492740649702042
217,31,-1.7124803127641026,2,12,-0.233409144264927,-0.06213599835344311,-0.216620875773462,-0.08085961079418853
218,31,-1.7124803127641026,3,12,-0.2389835764296225,-0.062271782342617106,-0.216620875773462,-0.07752355961367567
219,36,-1.7124803127641026,1,12,-0.2431688355358945,-0.06242181836649106,-0.216620875773462,-0.08048437157080474
220,36,-1.7124803127641026,2,12,-0.24485549359111206,-0.06246359747061285,-0.216620875773462,-0.08084610032318515
221,36,-1.7124803127641026,3,12,-0.24336943321721893,-0.06243004873595636,-0.216620875773462,-0.08212266002497078
222,37,-1.7124803127641026,1,12,-0.2062902482039738,-0.06127686562951187,-0.216620875773462,-0.076946277544638
223,37,-1.7124803127641026,2,12,-0.2398350931176935,-0.062169957656183786,-0.216620875773462,-0.06950698642232968
224,37,-1.7124803127641026,3,12,-0.24397804931157735,-0.062408455895973484,-0.216620875773462,-0.0709952783949282
225,37,-1.7124803127641026,4,12,-0.24516389546852238,-0.062467292583370485,-0.216620875773462,-0.0744224162959236
226,38,-1.7124803127641026,1,12,0.850129193062468,-0.05615345113346998,-0.216620875773462,-0.08941984501084438
227,38,-1.7124803127641026,2,12,-0.1993607582327807,-0.062309942365107965,-0.216620875773462,-0.08948474429999943
228,38,-1.7124803127641026,3,12,-0.230965127616954,-0.06239088890414939,-0.216620875773462,-0.08848480478031165
229,39,-1.7124803127641026,1,12,-0.23642356792510139,-0.062475351882800706,-0.216620875773462,-0.0907502597367885
230,40,-1.7124803127641026,1,12,0.850129193062468,-0.05260126548936493,-0.216620875773462,-0.0884033846689029
231,40,-1.7124803127641026,2,12,-0.17486737196004637,-0.062078917985072896,-0.216620875773462,-0.08869538026456154
232,40,-1.7124803127641026,3,12,0.15816298812064136,-0.0588647135084885,-0.216620875773462,-0.08762572124091297
233,41,-1.7124803127641026,2,12,-0.11249786838907742,-0.062258902669754076,-0.216620875773462,-0.09033250143100416
234,43,-1.7124803127641026,1,12,-0.08825829959067195,-0.06230472662981632,-0.216620875773462,-0.09055921728193454
235,45,-1.7124803127641026,1,12,-0.156408291447969,-0.06221493006762699,-0.216620875773462,-0.08982678833512783
236,47,-1.7124803127641026,1,12,0.34217519856875167,-0.061999016874023594,-0.216620875773462,-0.09059872500429934
237,47,-1.7124803127641026,2,12,0.24506681626665575,-0.06205358441365637,-0.216620875773462,-0.09058983497328807
238,47,-1.7124803127641026,3,12,-0.1866384984845662,-0.062390117188213384,-0.216620875773462,-0.09035665214160311
239,51,-1.7124803127641026,4,12,-0.23869700831344476,-0.06238565035951974,-0.216620875773462,-0.08570307302284216
240,53,-1.7124803127641026,2,12,0.12152457216227913,-0.061647969757379496,-0.216620875773462,-0.09006790024543539
241,0,-1.7124803127641026,4,13,-0.14504108950625208,-0.062221829892375034,1.955400464517579,-0.0901259297581056
242,3,-1.7124803127641026,4,13,-0.20388034680792672,-0.06101252060820042,1.955400464517579,-0.07639541974492843
243,5,-1.7124803127641026,4,13,0.00335343332111954,-0.06222171204412865,1.955400464517579,-0.09073669875819798
244,6,-1.7124803127641026,4,13,-0.18896788788606808,-0.06246318690252867,1.955400464517579,-0.0907502597367885
